StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,age_group,race,2nd_order
05/05/26 13:49,05/05/26 13:54,IP Address,100,329,TRUE,05/05/26 13:54,R_3QR7z0KKQJ6kJK6,anonymous,EN,,Yes,Yes,1984,Female,High school graduate,West,Yes,White,,"Less than $10,000",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,16.854,19.908,22.383,2,,,,,,,,,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,1,1,1,1,,,,,,,,,,,,,,,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,329,,49410151,2904,4JBoBbcfW4XR4GbkK0TWEO,35-54,Hispanic,DV2
05/05/26 13:46,05/05/26 13:55,IP Address,100,518,TRUE,05/05/26 13:55,R_123HIlM7SRZJ9vR,anonymous,EN,,Yes,Yes,1999,Female,High school graduate,West,Yes,White,,"$50,000 to $59,999",Moderately interested4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,Somewhat like me4,2,3,3,3,3,Somewhat like me4,3,3,3,3,Likely true,Don't know,Likely true,Likely true,Likely true,Don't know,,Definitely true,Definitely true,,Likely true,,,,,,20.218,20.218,21.191,1,,,,,,,,,3,3,3,3,3,3,3,Somewhat4,3,3,4,4,3,4,3,2,5,3,3,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Somewhat likely4,3,2,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,518,,49410151,3789,5q1N0wbta6GhJXmJ6TLbJW,18-34,Hispanic,DV1
05/05/26 13:48,05/05/26 13:55,IP Address,100,379,TRUE,05/05/26 13:55,R_3eHnNMgYNL2hjSV,anonymous,EN,,Yes,Yes,1991,Female,High school graduate,Midwest,No,White,,"$10,000 to $19,999",3,3,Moderately interested4,3,3,2,3,3,3,3,3,A moderate amount of attention4,3,3,3,Somewhat like me4,3,3,Somewhat like me4,3,3,3,3,3,3,Somewhat like me4,3,Definitely true,Don't know,Don't know,Don't know,Definitely true,Likely true,,,Likely true,,Likely true,,,,,,13.174,48.911,58.144000000000005,4,,,,,,,,,3,2,3,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,2,Somewhat4,4,3,4,3,,,,,,,,,,,,,,,5,5,5,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,379,,49410151,3789,0RNeulI0p2OwSlKVeYmiUO,35-54,Whites,DV2
05/05/26 13:50,05/05/26 13:55,IP Address,100,319,TRUE,05/05/26 13:55,R_37wruMjiZFPiLcJ,anonymous,EN,,Yes,Yes,1980,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,No,White,,"$100,000 to $149,999",5,5,6,5,Moderately interested4,Very Interested7,5,6,5,5,5,6,6,6,6,6,3,Somewhat like me4,3,6,Somewhat like me4,5,3,2,2,6,3,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely false,,,,,,,,,,,,,0.962,15.176,23.206,6,5,Somewhat4,Somewhat4,5,Somewhat4,Somewhat4,Somewhat4,5,2,Somewhat4,5,4,4,4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,5,Somewhat likely4,Somewhat likely4,5,Somewhat likely4,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,6,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,319,,49410151,2904,1sdqEq0BTvWRp6K7eP29ae,35-54,Whites,DV1
05/05/26 13:47,05/05/26 13:55,IP Address,100,473,TRUE,05/05/26 13:55,R_7Rs61YXk3EXc7Pb,anonymous,EN,,Yes,Yes,1987,Female,High school graduate,South,No,White,,"Less than $10,000",3,3,Moderately interested4,Moderately interested4,5,2,2,2,A moderate amount of attention4,3,A moderate amount of attention4,2,3,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,3,3,3,Somewhat like me4,Somewhat like me4,3,3,3,3,Somewhat like me4,Definitely true,Likely false,Definitely true,Don't know,Likely true,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely false,,,,,,,,,6.336,8.3,29.867,2,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Not at all1,2,5,6,6,6,,,,,,,,,,,,,,,6,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,6,Strongly agree7,6,6,Neither agree nor disagree4,6,5,5,5,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,473,,49410151,3789,01Fz1UfjHjc2xj9rOSBbaU,35-54,Whites,DV2
05/05/26 13:51,05/05/26 13:55,IP Address,100,231,TRUE,05/05/26 13:55,R_7wNaX3r2XK8nr0s,anonymous,EN,,Yes,Yes,1975,Male,High school graduate,South,No,Black or African American,,"Less than $10,000",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,2.621,25.298,27.739,12,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,231,,49410151,2904,2G2Fwdk4nSXJpj5rdjAwYr,35-54,Blacks/AA,DV1
05/05/26 13:49,05/05/26 13:55,IP Address,100,376,TRUE,05/05/26 13:55,R_30xvFXQdsSMWzi5,anonymous,EN,,Yes,Yes,1974,Male,High school graduate,West,No,Asian,,"$90,000 to $99,999",5,6,6,Moderately interested4,5,6,5,A moderate amount of attention4,6,A moderate amount of attention4,A moderate amount of attention4,5,6,6,6,6,6,6,6,6,6,6,6,Somewhat like me4,Somewhat like me4,6,5,Definitely true,Definitely true,Definitely false,Definitely false,Likely false,Likely false,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,,,,,,,,,2.688,19.379,22.075,6,,,,,6,5,6,6,6,6,6,6,6,Not at all1,6,7,7,7,6,6,6,5,6,6,6,6,6,6,6,6,6,Very likely7,,,,,,,,,,,,,,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,376,,49410151,3789,1SrYA1JVETGJg3H3oYegdw,35-54,Asian/Pacific,DV1
05/05/26 13:46,05/05/26 13:56,IP Address,100,583,TRUE,05/05/26 13:56,R_1h5fj1UlvfViPTj,anonymous,EN,,Yes,Yes,1952,Female,"4 year college degree (e.g., bachelor's degree)",South,No,White,,"$20,000 to $29,999",Moderately interested4,5,Very Interested7,6,6,Moderately interested4,5,6,A great deal of attention7,6,A great deal of attention7,5,A lot like me7,6,Somewhat like me4,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,6,6,A lot like me7,6,Definitely true,Likely false,Likely false,Definitely false,Definitely false,Definitely false,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely false,,,,,,,,,0,0,29.18,0,,,,,Very much7,Very much7,Very much7,Very much7,5,Not at all1,Very much7,Very much7,Not at all1,Not at all1,6,4,6,6,Very likely7,Very likely7,6,Somewhat likely4,6,6,Somewhat likely4,6,Somewhat likely4,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,583,,49410151,2904,4huiRnHcRJMiTtpWv16AJH,55+,Whites,DV1
05/05/26 13:44,05/05/26 13:57,IP Address,100,819,TRUE,05/05/26 13:57,R_1M2KU9IapfIDycV,anonymous,EN,,Yes,Yes,1990,Male,Less than high school,West,Yes,Other,,"Less than $10,000",6,6,Moderately interested4,Very Interested7,Moderately interested4,Very Interested7,5,5,6,A moderate amount of attention4,A great deal of attention7,6,6,3,Somewhat like me4,3,3,Somewhat like me4,Somewhat like me4,3,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,Definitely true,Definitely true,Definitely true,Definitely false,Likely false,Definitely true,Likely true,Likely true,Likely true,Likely false,Definitely true,Definitely false,,,,,,,,,,,,,0,0,21.295,0,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,4 - A moderate amount of guidance,liberal,moderate,,,Qual81139-0421-GenPop-[MD],1,,,819,,49410151,3789,4fZ5ypqxO9cLqA8na4YquG,35-54,Hispanic,DV2
05/05/26 13:50,05/05/26 13:58,IP Address,100,458,TRUE,05/05/26 13:58,R_3SlxNABLE6yXyIF,anonymous,EN,,Yes,Yes,1976,Female,High school graduate,South,No,White,,"Less than $10,000",Not at all interested1,Moderately interested4,2,3,Moderately interested4,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,3,No attention at all1,3,Somewhat like me4,3,3,3,5,3,Not at all like me1,5,Somewhat like me4,3,3,Somewhat like me4,Somewhat like me4,Somewhat like me4,Likely true,Don't know,Likely true,Don't know,Definitely true,Likely false,Likely true,Likely true,,Likely true,Definitely true,,,,,,14.802,17.878,21.079,3,,,,,,,,,Somewhat4,3,Somewhat4,Somewhat4,3,Somewhat4,Somewhat4,3,Not at all1,Not at all1,6,4,6,7,3,3,2,3,3,Somewhat likely4,Somewhat likely4,3,Not at all likely1,3,3,3,3,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,somewhat liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,458,,49410151,37,6V4m5M6ymTBPWlxgznMO7x,35-54,Whites,DV1
05/05/26 13:52,05/05/26 13:59,IP Address,100,435,TRUE,05/05/26 13:59,R_60V3Y3uu5lb8MoI,anonymous,EN,,Yes,Yes,1998,Male,"4 year college degree (e.g., bachelor's degree)",South,No,Black or African American,,"$100,000 to $149,999",Very Interested7,6,Very Interested7,Very Interested7,6,6,6,A great deal of attention7,A great deal of attention7,6,A great deal of attention7,6,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,6,5,6,A lot like me7,6,A lot like me7,6,A lot like me7,Definitely true,Likely false,Definitely false,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,60.748,62.484,65.595,5,,,,,,,,,,,,,Very much7,6,Very much7,Very much7,6,Very much7,6,Very much7,6,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,6,6,6,6,Very likely7,6,Very likely7,Very likely7,6,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very liberal,conservative,,,Qual81139-0421-GenPop-[MD],1,,,435,,49410151,3789,2gAGHsBPJsuCQSIi2Bot4x,18-34,Blacks/AA,DV1
05/05/26 13:52,05/05/26 13:59,IP Address,100,458,TRUE,05/05/26 13:59,R_7jz7IPWdqokPVgB,anonymous,EN,,Yes,Yes,1956,Male,"4 year college degree (e.g., bachelor's degree)",South,No,White,,"$40,000 to $49,999",3,5,6,Moderately interested4,5,Moderately interested4,5,5,5,5,5,5,5,5,6,6,5,6,5,5,6,6,6,6,6,5,5,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,7.27,7.27,21.9,1,,,,,,,,,,,,,6,6,6,6,6,6,6,6,5,6,7,7,7,6,,,,,,,,,,,,,,,6,6,6,5,6,Strongly agree7,6,6,6,6,6,6,6,6,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,458,,49410151,2904,6r2bQCaXhx85nC5dPV8lVz,55+,Whites,DV2
05/05/26 13:54,05/05/26 14:00,IP Address,100,358,TRUE,05/05/26 14:00,R_1YxhfjoBPkT8cyR,anonymous,EN,,Yes,Yes,1987,Male,"4 year college degree (e.g., bachelor's degree)",West,No,White,,"$30,000 to $39,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,Not at all like me1,A lot like me7,A lot like me7,Not at all like me1,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,,,,,,,,,,,,,8.636,9.973,50.548,3,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,358,,49410151,3789,5OOAKs7WKNyvOYDv9NOmGf,35-54,Whites,DV2
05/05/26 13:48,05/05/26 14:00,IP Address,100,697,TRUE,05/05/26 14:00,R_7TpJkJRitEJQo44,anonymous,EN,,Yes,Yes,1971,Female,High school graduate,South,No,White,,"$70,000 to $79,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,6,A great deal of attention7,A great deal of attention7,6,6,6,6,A lot like me7,6,6,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,5,6,A lot like me7,A lot like me7,Definitely true,Definitely true,Likely true,Don't know,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,19.8,21.234,22.949,3,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,6,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,697,,49410151,3789,2yMCWVlKtmjM9IMywxcjOf,55+,Whites,DV2
05/05/26 13:51,05/05/26 14:00,IP Address,100,562,TRUE,05/05/26 14:00,R_673rkc4hxfDBlNT,anonymous,EN,,Yes,Yes,1958,Female,High school graduate,West,No,White,,"$30,000 to $39,999",Moderately interested4,Moderately interested4,3,5,5,Moderately interested4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,5,5,A lot like me7,A lot like me7,6,3,A lot like me7,Somewhat like me4,5,3,3,5,5,Don't know,Likely false,Likely true,Likely false,Definitely true,Likely false,Likely true,Likely false,Likely true,Likely true,Likely true,Definitely false,,,,,,,,,,,,,6.749,13.661,26.2,3,5,5,6,5,Somewhat4,5,6,6,2,2,4,4,4,4,,,,,,,,,,,,,,,6,5,5,2,5,Strongly agree7,5,6,6,6,5,5,6,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,562,,49410151,3789,1rdJYuhFBcA00FIf9Rfvmd,55+,Whites,DV2
05/05/26 13:53,05/05/26 14:00,IP Address,100,411,TRUE,05/05/26 14:00,R_150e6gB7K0bKhxf,anonymous,EN,,Yes,Yes,1998,Male,"4 year college degree (e.g., bachelor's degree)",Midwest,No,Asian,,"$100,000 to $149,999",5,5,5,5,5,5,A moderate amount of attention4,6,6,6,A moderate amount of attention4,A moderate amount of attention4,5,A lot like me7,A lot like me7,A lot like me7,5,5,5,3,6,5,Not at all like me1,Not at all like me1,5,Somewhat like me4,Not at all like me1,Definitely true,Definitely false,Definitely true,Definitely false,Likely true,Definitely false,Definitely true,Definitely true,,Definitely true,Definitely true,Likely true,,,,,20.723,20.723,21.918,1,,,,,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,6,6,6,6,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,411,,49410151,3789,4XQN5ixKRrYzP1Ae4rf7PJ,18-34,Asian/Pacific,DV1
05/05/26 13:55,05/05/26 14:00,IP Address,100,331,TRUE,05/05/26 14:00,R_1BXwuphHWL3IIwN,anonymous,EN,,Yes,Yes,1970,Male,High school graduate,South,No,White,,"$60,000 to $69,999",6,6,Very Interested7,Very Interested7,6,6,A moderate amount of attention4,5,A great deal of attention7,6,6,6,A lot like me7,A lot like me7,A lot like me7,6,5,A lot like me7,A lot like me7,6,6,A lot like me7,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,Somewhat like me4,Likely true,Likely true,Likely true,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely true,Likely true,0,0,21.95,0,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,3,Very much7,7,4,4,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,6,Strongly agree7,Strongly agree7,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,331,,49410151,2904,4xU93FXCFkDPe2T2hnjHnp,55+,Whites,DV2
05/05/26 13:55,05/05/26 14:00,IP Address,100,318,TRUE,05/05/26 14:00,R_1Eb0UGdXbu6OqfE,anonymous,EN,,Yes,Yes,1988,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,No,White,,"$150,000 or more",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,5,A lot like me7,A lot like me7,A lot like me7,5,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,17.062,17.062,26.535,1,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,conservative,,,Qual81139-0421-GenPop-[MD],1,,,318,,49410151,3789,1QzxYanMOLg8MaA1hCURya,35-54,Whites,DV1
05/05/26 13:49,05/05/26 14:01,IP Address,100,692,TRUE,05/05/26 14:01,R_7PdCMRdGM6aOBLr,anonymous,EN,,Yes,Yes,1970,Male,Some college,South,No,White,,"$20,000 to $29,999",Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,5,Moderately interested4,2,2,2,2,2,2,2,2,Somewhat like me4,3,2,2,2,2,2,2,Somewhat like me4,2,Somewhat like me4,Somewhat like me4,5,Definitely true,Definitely false,Likely true,Definitely false,Likely false,Likely true,Definitely true,Likely true,Likely false,Likely true,Definitely true,Likely false,,,,,3.54,24.949,25.85,30,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,3,Somewhat4,Somewhat4,2,2,Not at all1,Not at all1,7,7,1,7,2,2,2,Not at all likely1,Somewhat likely4,2,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,692,,49410151,3789,61zRecRJ4BV4aklfvCAdza,55+,Whites,DV1
05/05/26 13:48,05/05/26 14:01,IP Address,100,756,TRUE,05/05/26 14:01,R_7FVECAzSF9aIQzX,anonymous,EN,,Yes,Yes,1988,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,Yes,White,,"$100,000 to $149,999",Very Interested7,Very Interested7,Very Interested7,Moderately interested4,Moderately interested4,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A moderate amount of attention4,A moderate amount of attention4,A great deal of attention7,A lot like me7,6,6,A lot like me7,5,A lot like me7,6,6,5,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,5,Likely false,Definitely true,Definitely false,Likely false,Definitely true,Definitely false,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,,,,,19.749,19.749,21.785,1,,,,,,,,,Very much7,6,Very much7,6,6,Very much7,6,6,3,3,5,5,4,4,Very likely7,Very likely7,5,Very likely7,6,Very likely7,Very likely7,5,5,6,5,6,6,Very likely7,,,,,,,,,,,,,,6,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,756,,49410151,2904,4KD5doJHoQSslYX1V3vMDf,35-54,Hispanic,DV1
05/05/26 13:54,05/05/26 14:01,IP Address,100,430,TRUE,05/05/26 14:01,R_3CQaiOYliHbCnVU,anonymous,EN,,Yes,Yes,1961,Female,Some college,West,No,White,,"$30,000 to $39,999",3,6,Moderately interested4,5,2,Moderately interested4,A moderate amount of attention4,6,A moderate amount of attention4,6,3,5,6,6,5,5,6,6,5,6,A lot like me7,6,5,5,5,6,Somewhat like me4,Definitely true,Don't know,Definitely true,Likely true,Definitely true,Likely true,,Likely true,Likely true,Likely true,Definitely true,Likely true,,,,,,,,,4.536,20.475,21.185,8,,,,,6,6,6,6,Somewhat4,5,6,Somewhat4,2,2,4,3,4,2,,,,,,,,,,,,,,,6,Neither agree nor disagree4,5,Neither agree nor disagree4,6,Strongly agree7,4 - The risks and benefits are about equal,5,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,3,Neither agree nor disagree4,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,430,,49410151,3789,1pTuMtajvNOYMpba5SIo3X,55+,Whites,DV2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Median LOI,338.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Speeder LOI,169.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,